ft,duration_s,throughput_ops_s,latency_us_op,bandwidth_MB_s
0 -> 1929.64198159700000000000 -> 1554.69254328575293970991,643.21399386566666666666,.09489090230015581907
10 -> 2334.13050584100000000000 -> 1285.27517741304853723062,778.04350194700000000000,.07844697127765188825
20 -> 2342.65790585700000000000 -> 1280.59670705635043288691,780.88596861900000000000,.07816142010841982622
30 -> 1202.43673925300000000000 -> 2494.93374750318716091865,400.81224641766666666666,.15227867111225507573
40 -> 2942.98105448200000000000 -> 1019.37455405333420299561,980.99368482733333333333,.06221768518391932391
50 -> 1844.85531144000000000000 -> 1626.14378558411334098546,614.95177048000000000000,.09925194003809285528
60 -> 1581.09869415100000000000 -> 1897.41476044346816162320,527.03289805033333333333,.11580900637472339853
70 -> 2500.20367820300000000000 -> 1199.90224242699471974271,833.40122606766666666666,.07323622085125700193
80 -> 1985.97036004100000000000 -> 1510.59656295075095728972,661.99012001366666666666,.09219949725041204573
90 -> 7508.65986697500000000000 -> 399.53867309861306663812,2502.88662232500000000000,.02438590534049152018
100 -> 6370.26510304200000000000 -> 470.93801458394668059193,2123.42170101400000000000,.02874377530419596439
